id;host_id;host_name;neighbourhood_cleansed;property_type;price;availability_365;number_of_reviews;review_scores_rating
69998;353156;Lor;Palma de Mallorca;Entire loft;76;304;265;4,95
106833;551974;Xisco;Sant Llorenç des Cardassar;Entire villa;200;44;27;4,89
159218;763897;Gabriel;Selva;Entire cottage;90;251;384;4,92
164185;788123;Maria;Palma de Mallorca;Private room in guest suite;50;325;151;4,75
166820;794829;Toni;Banyalbufar;Private room in home;70;75;319;4,67
168668;804061;Miquel;Manacor;Entire home;150;0;66;4,85
193426;95323653;Eva Balaguer;Pollença;Entire rental unit;229;0;105;4,86
210156;1036132;Toni;Alcúdia;Private room in chalet;70;214;126;4,9
233901;1224723;Guillermo;Santanyí;Entire cottage;200;279;94;4,77
238799;1251803;Natalia;Palma de Mallorca;Entire rental unit;213;361;115;4,65
255161;1340774;Elvira;Fornalutx;Castle;234;362;1;5
257206;794829;Toni;Banyalbufar;Private room in home;69;75;327;4,59
268350;1399635;Guillermo;Selva;Entire home;95;179;256;4,91
323164;33523826;Farhang;Palma de Mallorca;Private room in guest suite;40;337;104;4,64
638100;3183623;Nieves;Valldemossa;Entire villa;490;110;9;4,89
639787;3193442;Peter;Ses Salines;Entire cottage;110;228;46;4,76
641406;3196379;Iñigo;Andratx;Entire rental unit;175;303;355;4,82
655100;3297274;Gabriel;Santanyí;Entire home;140;232;113;4,92
661082;3207615;Panchorentals . Es;Capdepera;Entire home;291;310;24;4,71
661111;3207615;Panchorentals . Es;Llucmajor;Entire home;244;256;105;4,66
684725;2372127;Victoria Y Mercè;Llucmajor;Entire home;237;25;83;4,84
686911;2297777;Pili;Palma de Mallorca;Entire rental unit;50;306;189;4,72
324256;1659633;Gabo;Campos;Entire home;450;22;16;4,75
961397;5182659;Marga;Alaró;Private room in bed and breakfast;58;356;10;4,8
961665;5223210;Carmen;Felanitx;Entire home;85;239;275;4,89
963031;5247683;Gregorio;Llubí;Entire home;145;363;28;4,7
965015;5261570;Pilar;Felanitx;Entire cottage;241;0;13;4,77
965939;3987152;Yeni;Palma de Mallorca;Entire rental unit;213;300;118;4,91
968110;5282757;Jesús Alberto;Santanyí;Entire chalet;424;311;56;4,8
969046;5290700;Landa;Llucmajor;Entire home;160;79;69;4,86
979765;5362820;Mª Del Pilar;Felanitx;Entire home;130;288;27;4,93
979876;5084217;Luisa Maria;Escorca;Entire home;160;365;72;4,76
981015;5372413;Estalella S.L.;Llucmajor;Private room in home;145;363;10;4,9
327107;983151;Sabine Petra;Llucmajor;Entire home;120;105;9;4,67
328541;704889;Balbina;Palma de Mallorca;Entire townhouse;142;335;331;4,79
335672;1202274;Marilén;Alcúdia;Entire home;200;360;203;4,68
337083;1714270;Javi;Palma de Mallorca;Entire condo;123;179;99;4,73
691442;3534555;Antonio;Selva;Entire cottage;125;174;146;4,93
691585;3535280;Ulrike;Fornalutx;Entire home;145;252;53;4,74
711976;3664725;Lina;Inca;Entire cottage;190;186;96;4,65
714301;3678792;José;Sóller;Entire villa;550;163;16;4,88
732396;3812871;Gotzon;Pollença;Entire cottage;120;41;124;4,89
744288;3899602;Andrés;Palma de Mallorca;Private room in rental unit;95;365;11;4,64
744388;3901248;Vivian;Palma de Mallorca;Private room in rental unit;65;363;4;4,75
763446;2251209;Lynn;Campanet;Private room in rental unit;50;10;297;4,57
765176;2954364;Josep;Alcúdia;Entire rental unit;114;145;159;4,92
982174;5344600;Bartomeu;Manacor;Entire rental unit;100;322;24;4,83
986300;5412348;Rosa;Campos;Entire home;170;78;19;4,95
986832;2250502;Yosune;Pollença;Entire townhouse;109;264;59;4,39
986986;5386823;Toni Y Maria;Porreres;Entire home;210;30;87;4,99
988589;5426994;Mercedes;Llucmajor;Entire home;210;292;112;4,52
988596;5427067;Toni;Campos;Entire villa;156;268;11;4,82
989414;5431599;Maria Del Mar;Mancor de la Vall;Entire home;200;71;65;4,92
993333;5456985;Fincas Roque;Alcúdia;Entire rental unit;195;320;65;4,68
993553;5456985;Fincas Roque;Lloseta;Entire cottage;198;216;3;4,33
341274;1731210;Canavall;Palma de Mallorca;Room in boutique hotel;140;15;80;4,78
343193;1741287;Simon;Santa Margalida;Entire cottage;110;0;33;4,94
351320;1779584;Nicolas;Alcúdia;Entire rental unit;200;0;125;4,65
374120;1882333;Marc;Esporles;Entire villa;75;62;176;4,84
396659;1982030;Aina M.;Pollença;Entire rental unit;100;195;84;4,63
995932;5427067;Toni;Campos;Entire villa;152;283;10;4,5
999380;5427067;Toni;Campos;Entire villa;164;218;4;4,75
999519;5427067;Toni;Campos;Entire villa;161;265;6;4,83
1000614;5501467;Fredrik;Campos;Entire home;228;178;52;4,87
1005883;4331313;Anne;Marratxí;Private room in townhouse;45;362;0;4,755796274852763
1008571;5547036;Maria Carmen;Ses Salines;Entire home;125;270;116;4,95
1009951;5556465;Cameron;Calvià;Entire villa;202;184;1;5
1010493;5558099;Anna&Marga;Petra;Entire home;280;314;15;4,67
1015659;4511174;Xisca;Sa Pobla;Private room in home;21;137;145;4,56
1015774;4511174;Xisca;Sa Pobla;Private room in home;60;0;50;4,6
1015869;4511174;Xisca;Sa Pobla;Entire home;99;218;68;4,74
767234;4046511;Happy Mallorca;Santa Margalida;Entire cottage;151;165;55;4,84
770549;4053908;Juan;Bunyola;Entire cottage;266;242;4;5
781232;2954364;Josep;Alcúdia;Entire rental unit;125;177;115;4,93
790649;4165821;Steffi;Palma de Mallorca;Entire rental unit;91;228;57;4,67
802741;117481039;William;Alcúdia;Entire chalet;230;121;5;5
808359;4253098;Catalina;Calvià;Entire villa;319;150;129;4,91
843097;4401994;Fernando;Pollença;Entire home;143;119;56;4,88
850816;4443018;Tommy;Sóller;Entire villa;220;234;65;4,84
416622;1731210;Canavall;Palma de Mallorca;Room in boutique hotel;124;20;123;4,72
417879;2077579;Miquel;Santa Margalida;Entire rental unit;129;272;69;4,8
423427;2105638;Kristin;Palma de Mallorca;Entire rental unit;52;290;116;4,47
429794;1857132;Julie;Santanyí;Entire chalet;217;238;22;4,55
430192;2138439;Juan Antonio Y Elena;Felanitx;Entire home;99;217;180;4,9
440338;2098487;Sandrine;Llubí;Entire guesthouse;70;359;100;4,8
441723;2195138;Klaus;Esporles;Entire townhouse;86;280;204;4,71
853627;4457538;Oona;Deyá;Entire cottage;155;125;83;4,92
861054;4511174;Xisca;Sa Pobla;Private room in home;27;149;148;4,69
864387;2954364;Josep;Alcúdia;Entire chalet;420;348;1;5
899914;2848610;Sara;Palma de Mallorca;Entire home;200;220;205;4,79
906734;4854196;Jesus;Palma de Mallorca;Camper/RV;59;365;260;4,46
909420;4876698;Salvador;Alcúdia;Entire villa;295;240;22;5
911428;4876698;Salvador;Alcúdia;Entire villa;295;216;17;5
915609;4915214;Ana;Artà;Entire home;100;302;24;4,67
918200;2152325;Annette;Sóller;Entire rental unit;167;187;21;4,9
1020820;2688526;Craig;Pollença;Entire villa;229;145;5;5
1021402;5622013;Magda;Banyalbufar;Entire rental unit;175;347;145;4,69
1025165;5644624;Heber Y Bibi;Inca;Entire home;142;309;123;4,98
1026087;5649349;Antonio;Felanitx;Entire serviced apartment;70;316;96;4,6
1031351;5282757;Jesús Alberto;Alcúdia;Entire home;219;333;73;4,75
1038006;5714304;Margarita;Campos;Entire chalet;195;364;84;4,79
1040457;5728777;Margarita;Pollença;Entire condo;105;134;60;4,77
1043976;5372413;Estalella S.L.;Llucmajor;Private room in home;80;363;8;5
1043986;5372413;Estalella S.L.;Llucmajor;Private room in home;100;363;12;4,82
1046018;5758440;Ana;Algaida;Entire villa;248;325;59;4,95
441953;1230477;Mayka;Palma de Mallorca;Entire rental unit;140;245;205;4,55
444577;2202506;Sebastià;Santa Margalida;Entire cottage;192;281;14;4,86
446863;2219169;Tomeu;Lloret de Vistalegre;Entire home;140;69;50;4,6
451602;1929826;Peter & Charlotte;Ariany;Entire home;200;171;102;4,86
454632;2258557;Marilen;Santa Margalida;Entire cottage;255;300;34;4,69
467037;1509460;Margarita;Santa Margalida;Entire cottage;147;16;58;4,81
918405;4645996;Svitlana;Felanitx;Entire condo;140;365;0;4,569714285714285
922689;4961280;Joan;Palma de Mallorca;Entire chalet;190;58;74;4,95
924385;4971319;Xesca;Búger;Private room in townhouse;150;105;136;4,81
928401;4998117;Bartomeu;Ses Salines;Entire rental unit;75;16;60;4,57
928422;4998200;Catalina;Santanyí;Entire rental unit;148;321;134;4,87
928607;4046511;Happy Mallorca;Santa Margalida;Entire rental unit;97;170;84;4,75
929043;5001516;Tolo;Alcúdia;Entire chalet;250;299;1;5
929240;4645996;Svitlana;Felanitx;Entire townhouse;378;336;4;4,5
1047216;5765383;Josep;Santa Margalida;Entire townhouse;83;287;130;4,92
1058311;5828077;Carlos;Palma de Mallorca;Entire rental unit;60;256;0;4,645990014555646
1058330;5828077;Carlos;Palma de Mallorca;Private room in rental unit;45;342;0;4,645990014555646
1058468;5828742;Purificación;Llucmajor;Entire home;226;273;11;4,82
1058597;5823409;María;Pollença;Entire home;179;297;14;4,71
1062923;5850657;Catalina;Son Servera;Entire home;135;300;171;4,81
1075546;3664725;Lina;Santa Margalida;Entire rental unit;60;130;81;4,58
1080054;5941024;Bartolomé;Alcúdia;Entire home;173;219;67;4,75
1083358;5859471;Prestige Villas;Pollença;Entire home;177;210;50;4,74
1083376;5859471;Prestige Villas;Pollença;Entire villa;420;0;20;4,9
1119356;8130624;Catalina;Manacor;Entire cottage;135;86;20;4,9
478923;2372127;Victoria Y Mercè;Campos;Entire home;242;0;58;4,88
484601;858539;Thomas;Palma de Mallorca;Entire condo;99;316;30;4,41
489119;2342314;Núria I Jaume;Pollença;Entire rental unit;80;0;166;4,86
489666;2421727;Jeronia;Pollença;Entire home;370;289;4;4,75
490567;2152325;Annette;Sóller;Entire rental unit;90;154;12;4,75
493832;2425495;Antoni;Sant Llorenç des Cardassar;Entire chalet;156;147;16;4,88
1119707;6144270;Teresa;Palma de Mallorca;Entire home;238;291;102;4,75
1125865;3533438;Freelance Villas;Santa Margalida;Entire villa;189;184;88;4,86
1129316;3533438;Freelance Villas;Campanet;Entire villa;212;167;62;4,82
1129508;6196311;Silvio Y Miriam;Alcúdia;Entire chalet;389;335;47;4,77
1129800;6198085;Mariona;Palma de Mallorca;Entire rental unit;50;273;90;4,67
1132308;6040504;Xesca;Binissalem;Entire home;80;233;181;4,63
1133489;6218266;David;Sant Llorenç des Cardassar;Entire home;180;354;80;4,82
929605;4949299;Tomeu;Alcúdia;Entire villa;300;0;23;4,77
931856;2694897;Bartolome;Palma de Mallorca;Entire rental unit;136;316;643;4,7
934985;5044701;Antonio;Andratx;Entire home;231;212;6;4,67
936872;5057667;María;Manacor;Entire home;140;30;3;5
937259;5059734;Piera;Santa Margalida;Entire villa;177;118;0;4,642794873975458
938566;5069614;Mario;Sant Llorenç des Cardassar;Entire rental unit;120;254;133;4,89
938647;5070073;Soledad;Llucmajor;Private room in hostel;100;365;14;4,21
939135;5072726;Ramón;Santanyí;Entire home;170;200;94;4,51
939198;5073107;Maria Rosa;Felanitx;Entire chalet;200;206;62;4,9
495837;2448961;Pilar;Calvià;Entire rental unit;223;335;11;5
503803;1122459;John;Palma de Mallorca;Entire rental unit;121;291;208;4,95
511420;2519349;Juan Marcos;Alcúdia;Entire home;330;63;33;4,91
528374;2595817;Michèle;Lloseta;Entire home;75;285;14;5
536354;2642411;Francina;Manacor;Entire rental unit;210;119;106;4,85
940162;3890680;Isa;Pollença;Entire rental unit;80;109;96;4,76
940382;1460286;Pilar;Calvià;Entire home;509;226;130;4,86
940771;5084530;Antònia;Campos;Entire cottage;386;166;50;4,58
940807;5084530;Antònia;Campos;Entire cottage;286;0;29;4,69
941911;5093268;Mateu;Alcúdia;Entire condo;200;275;431;4,72
948476;4998200;Catalina;Manacor;Entire cottage;300;76;24;4,75
948643;5143382;Catalina;Felanitx;Entire villa;234;131;11;4,91
948942;4438413;Antonio Y Juana;Santa Margalida;Entire condo;150;292;1;5
950619;5157151;Margarita;Campos;Entire villa;300;308;14;4,21
1134030;6195464;Xisca;Felanitx;Entire cottage;304;249;3;5
1134884;6225675;Margarita;Pollença;Entire home;229;2;120;4,9
1135241;6195464;Xisca;Manacor;Entire cottage;235;239;0;5
1137900;6242022;Pedro;Campanet;Entire home;140;291;182;4,89
1140090;6252715;Daniel;Ses Salines;Entire rental unit;50;231;275;4,82
1143297;6269066;Tiffany;Manacor;Entire villa;280;271;16;5
1143827;5262251;Penelope Jane;Fornalutx;Entire home;607;237;47;4,98
1144702;6111934;Claudia;Pollença;Entire home;534;319;28;4,89
1147861;2694897;Bartolome;Palma de Mallorca;Entire rental unit;116;321;626;4,7
1148192;2931800;Xavier;Palma de Mallorca;Entire rental unit;47;152;57;4,39
536911;2637011;Adriana;Pollença;Entire villa;153;340;2;4,5
546665;2688177;Casa;Manacor;Entire home;150;243;1;5
951228;5070073;Soledad;Santanyí;Private room in hostel;100;365;1;4
951231;5070073;Soledad;Porreres;Private room in hostel;100;365;2;3,5
951245;5070073;Soledad;Palma de Mallorca;Private room in hostel;100;365;6;3,83
952406;5169843;Maria Antonia;Santanyí;Entire home;130;362;21;4,57
954437;5183252;Antonia;Manacor;Entire townhouse;290;297;31;4,52
957667;5208751;Antonia;Montuïri;Entire home;90;226;88;4,74
961391;5182659;Marga;Alaró;Private room in bed and breakfast;58;347;15;4,6
961393;5182659;Marga;Alaró;Private room in bed and breakfast;56;338;18;4,72
1631433;8668712;Pere;Pollença;Entire villa;300;262;0;4,569695559548547
1647830;8864750;Illa Rentals Balearic;Llucmajor;Entire chalet;276;270;0;4,872916666666666
1648157;6306930;Petra;Inca;Entire loft;69;243;315;4,78
548218;2694897;Bartolome;Palma de Mallorca;Entire rental unit;118;244;590;4,74
553166;2718219;Peter And Esperanza;Fornalutx;Entire cabin;165;194;150;4,95
553546;2720334;Gérard;Artà;Entire home;289;108;19;4,79
575431;2830334;Elviss;Son Servera;Entire condo;55;325;52;4,29
593604;2931800;Xavier;Palma de Mallorca;Entire rental unit;59;90;31;4,5
601552;1499722;Clara;Andratx;Entire home;231;364;32;4,81
1648359;8745529;Juan;Palma de Mallorca;Entire home;550;0;46;4,67
1665026;7692153;Miguel;Santa Margalida;Entire cottage;250;56;41;4,88
1666546;7504082;Aina;Algaida;Entire home;70;288;134;4,34
1686904;8916230;Rafa;Andratx;Castle;511;236;167;4,97
1705347;9001423;Joan;Artà;Entire rental unit;82;244;53;4,91
1721038;9072374;Agustín;Llucmajor;Entire chalet;450;130;14;4,93
1723486;9084773;Víctor Y Luz;Fornalutx;Entire cottage;230;150;83;4,84
1724019;8876582;Santi;Selva;Entire cottage;264;301;36;4,97
1724678;9090375;Gabriel;Muro;Entire home;160;295;75;4,77
1731292;9121372;Macarena;Valldemossa;Entire home;129;182;180;4,94
1162753;6368866;Antolin;Llucmajor;Entire home;450;90;73;4,7
1167131;6391498;Leo;Campos;Entire rental unit;135;365;61;4,59
1176747;6438636;Pedro;Andratx;Entire home;483;260;15;4,93
1178953;6360713;Apartaments;Palma de Mallorca;Entire rental unit;180;133;83;4,94
1179067;6360713;Apartaments;Palma de Mallorca;Entire serviced apartment;135;77;60;4,92
1179833;10433779;Natalia;Palma de Mallorca;Entire villa;140;190;25;4,76
1181172;6408943;Georgi;Santanyí;Entire chalet;219;137;111;4,86
1185288;5069614;Mario;Sant Llorenç des Cardassar;Entire rental unit;119;282;122;4,87
601980;2105638;Kristin;Santa Eugènia;Entire home;240;162;5;5
603924;2989630;Maria;Calvià;Entire loft;195;260;60;4,75
612483;2295397;Edu;Palma de Mallorca;Private room in rental unit;48;85;127;4,73
1761133;820197;Txeli;Banyalbufar;Entire cottage;175;331;45;4,58
1774948;9321406;Jaime;Alcúdia;Entire home;280;240;96;4,78
1784519;9366112;Marisol;Sineu;Entire cottage;350;148;84;4,94
1800191;9439251;Ignasi;Pollença;Entire home;142;238;102;4,82
1803679;8864750;Illa Rentals Balearic;Santa Margalida;Entire chalet;264;180;3;4,67
1808212;8864750;Illa Rentals Balearic;Muro;Entire chalet;389;154;5;4,6
1812752;9496893;Mar;Sencelles;Entire villa;123;167;84;4,63
1824651;9550207;Alexandra;Sant Llorenç des Cardassar;Entire home;350;157;11;4,91
617531;2372127;Victoria Y Mercè;Palma de Mallorca;Entire rental unit;140;12;33;4,79
626614;3110560;Sa  Casa Rotja;Llubí;Entire cottage;184;186;14;4,36
626621;3110560;Sa  Casa Rotja;Llubí;Entire condo;138;169;24;4,75
626623;3110560;Sa  Casa Rotja;Llubí;Private room in rental unit;97;197;22;4,18
626624;3110560;Sa  Casa Rotja;Llubí;Entire guest suite;97;185;26;4,58
626625;3110560;Sa  Casa Rotja;Llubí;Entire guest suite;138;186;14;4,43
1842456;5558099;Anna&Marga;Capdepera;Entire home;448;273;9;4,33
1842593;5558099;Anna&Marga;Pollença;Entire home;229;289;1;5
1843133;5558099;Anna&Marga;Vilafranc de Bonany;Entire home;232;125;5;4,8
1852415;8808730;Pau;Pollença;Entire home;285;278;20;4,8
1853599;9677207;Pilar;Pollença;Entire home;155;238;80;4,68
1860688;9522125;Gabriela;Ses Salines;Entire rental unit;90;115;159;4,82
1862864;7245955;Martina;Pollença;Entire home;148;190;37;4,73
1863137;5558099;Anna&Marga;Campanet;Entire home;234;264;1;5
1867417;5558099;Anna&Marga;Alcúdia;Entire home;186;98;2;5
626629;3110560;Sa  Casa Rotja;Llubí;Entire condo;138;179;9;4,22
630859;3136319;Pedro;Manacor;Entire cottage;400;76;77;4,97
637903;3182615;Francisco Jose;Andratx;Entire cottage;180;200;144;4,83
2247198;11476790;Angela;Campos;Entire home;300;365;11;5
1873788;8864750;Illa Rentals Balearic;Santa Margalida;Entire rental unit;210;338;23;4,78
1879209;9768242;VillasComfort;Alcúdia;Entire villa;113;286;46;4,7
1879579;9768242;VillasComfort;Palma de Mallorca;Entire villa;467;249;25;4,48
1895368;8864750;Illa Rentals Balearic;Petra;Entire cottage;342;317;2;5
1903625;5427067;Toni;Santanyí;Entire villa;141;291;5;4,8
1919075;5558099;Anna&Marga;Artà;Entire home;308;293;5;4,6
1919419;5558099;Anna&Marga;Muro;Entire home;422;123;6;5
1926545;8864750;Illa Rentals Balearic;Alcúdia;Entire chalet;410;141;0;4,872916666666666
2248442;5372413;Estalella S.L.;Llucmajor;Private room in home;100;363;14;4,86
2251006;6368866;Antolin;Llucmajor;Entire home;350;89;76;4,63
2266269;8296502;Lina;Pollença;Private room in rental unit;229;2;291;4,85
2270034;5649349;Antonio;Felanitx;Entire rental unit;70;316;114;4,5
2272012;11600456;Cinzia Candeloro;Andratx;Private room in home;75;356;50;4,92
1928498;9673745;Adriana;Pollença;Entire home;145;289;6;4,67
1929145;5558099;Anna&Marga;Felanitx;Entire home;264;156;3;5
1937767;8864750;Illa Rentals Balearic;Pollença;Entire rental unit;237;331;53;4,81
1957818;10119226;Toni;Campos;Entire home;180;193;17;4,76
1972420;10124716;Gil;Palma de Mallorca;Entire rental unit;75;210;237;4,75
1997237;4046511;Happy Mallorca;Santa Margalida;Entire rental unit;82;235;46;4,22
1997673;8864750;Illa Rentals Balearic;Llucmajor;Entire cottage;438;112;4;5
2011062;10347968;Joan;Felanitx;Entire cottage;157;297;98;4,9
2276547;11624399;Oscar;Manacor;Entire townhouse;150;148;9;4,56
2277575;11630216;Mercè;Felanitx;Entire home;112;146;26;4,77
2277861;9768242;VillasComfort;Alcúdia;Entire villa;633;217;40;4,7
2290707;2694897;Bartolome;Palma de Mallorca;Entire rental unit;111;316;575;4,79
2294413;11720983;Antoni;Porreres;Entire home;97;230;34;4,91
2297195;11732654;Josep;Pollença;Entire chalet;229;0;144;4,95
2298348;11739208;Ileana;Pollença;Entire villa;275;248;87;4,78
2044648;9772061;Marcel;Manacor;Entire home;185;0;0;4,83
2073940;9772061;Marcel;Manacor;Entire home;120;259;46;4,83
2093632;3893191;Mallorca Charme Home Rentals;Santa Margalida;Entire villa;126;343;13;4,75
2106458;5372413;Estalella S.L.;Llucmajor;Private room in home;100;226;8;4,88
2139465;10917848;Aina;Santa María del Camí;Entire cottage;330;354;37;4,78
2157783;6345393;Emily;Palma de Mallorca;Entire home;208;364;30;4,53
2173554;3296019;Yairo Gabriel;Santa Margalida;Entire cottage;210;206;5;4,4
2181525;11124268;Rafael;Santanyí;Entire rental unit;217;2;113;4,81
1204912;6581086;Xisco;Calvià;Entire cottage;180;282;314;4,79
1214776;5427067;Toni;Campos;Entire villa;125;171;1;5
1215079;6632173;Christian;Muro;Entire chalet;78;211;105;4,73
1232703;5143382;Catalina;Felanitx;Entire rental unit;130;171;66;4,91
1238088;6749436;Barbara;Capdepera;Entire home;197;301;20;4,7
1242995;6774924;Mark;Fornalutx;Entire rental unit;115;180;88;4,8
1254553;6816830;Margaret;Consell;Private room in guesthouse;70;343;105;4,85
1255347;6836872;Cati;Santa Margalida;Entire home;100;151;51;4,94
1257669;6816830;Margaret;Consell;Private room in guest suite;70;338;40;4,88
1269740;1432397;Isabel;Palma de Mallorca;Entire chalet;140;117;35;4,37
2309464;11793977;Isa;Palma de Mallorca;Private room in rental unit;38;336;552;4,89
2309633;11794966;Marise;Felanitx;Entire home;161;338;20;5
2312412;11809407;Catalina;Palma de Mallorca;Entire chalet;500;305;2;5
2313991;11816107;Sanam;Palma de Mallorca;Entire home;152;268;229;4,81
2185185;10119226;Toni;Campos;Entire home;190;211;45;4,8
2192878;2662446;Mari;Capdepera;Entire rental unit;79;287;119;4,59
2197467;11208795;Rafael;Alcúdia;Entire home;125;273;59;4,73
2202248;11234585;Jaime;Sineu;Entire villa;148;75;46;4,89
2202385;11235920;Tobias;Llucmajor;Entire home;187;155;70;4,76
2207865;5314996;Clara;Felanitx;Entire home;100;365;0;4,56
2218774;1882333;Marc;Esporles;Entire villa;60;55;168;4,93
2220591;11100477;Stewart;Deyá;Entire villa;333;297;41;5
2229878;11355432;Neil And Julie;Fornalutx;Entire rental unit;139;291;322;4,91
2230401;11355432;Neil And Julie;Fornalutx;Entire rental unit;125;347;302;4,81
2234479;11407500;Gabriel;Mancor de la Vall;Entire home;177;325;133;4,94
2316777;11831943;Antonia;Artà;Entire chalet;237;114;4;5
1269820;2250502;Yosune;Pollença;Entire home;229;360;5;4,4
1270064;6908407;Luis;Puigpunyent;Entire home;171;243;182;4,87
1270370;3193442;Peter;Campos;Entire cottage;111;256;16;4,94
1287132;7000205;Vanesa;Santa Margalida;Entire chalet;200;176;99;4,88
1293837;8130624;Catalina;Sant Llorenç des Cardassar;Entire townhouse;180;321;5;5
1294037;7035961;Joan;Campanet;Entire cottage;198;137;50;4,94
1303282;7085280;Maria;Capdepera;Entire guest suite;85;111;254;4,85
1324965;7191622;Adriana;Palma de Mallorca;Entire rental unit;20;83;37;4,28
1338624;7259190;Natalie;Capdepera;Entire villa;197;332;1;5
1339499;7242631;Laura;Artà;Entire home;293;303;77;4,93
2237294;11423484;Ana M.;Pollença;Entire home;229;0;67;4,51
2237499;11424757;Jeronimo Marcos;Sineu;Entire home;342;344;59;4,93
2239956;9768242;VillasComfort;Palma de Mallorca;Entire villa;465;247;18;4,11
2510624;6193685;Alcudia;Muro;Entire home;130;87;1;5
2518166;5362820;Mª Del Pilar;Felanitx;Entire cottage;349;281;30;4,93
2522920;12917605;Cristina;Bunyola;Entire home;350;321;51;4,73
2527681;12944043;Luis;Pollença;Entire villa;140;355;18;4,89
2536957;12990392;Maria;Alaró;Entire cottage;130;38;87;4,46
2319380;11844874;Pedro;Algaida;Farm stay;124;0;5;4,8
2321002;941269;Eva;Muro;Entire home;280;85;36;4,97
2322127;11844874;Pedro;Algaida;Farm stay;187;0;1;5
2322388;11844874;Pedro;Algaida;Farm stay;187;0;2;5
2322501;11844874;Pedro;Algaida;Entire cottage;248;107;20;4,75
2325719;11831943;Antonia;Artà;Entire chalet;237;81;5;5
2544934;13017707;Paula;Son Servera;Entire cottage;222;0;10;4,6
2545373;10226112;Kamila;Alcúdia;Entire villa;350;153;184;4,76
2560090;12794795;Cati & Paola;Santanyí;Entire home;217;0;12;5
2572466;13172817;Toni;Palma de Mallorca;Entire home;140;0;49;4,43
2574264;9449428;Maria Del Mar;Sa Pobla;Entire home;242;1;64;4,83
2582339;9496893;Mar;Alcúdia;Entire townhouse;235;319;34;4,59
2599519;5314996;Clara;Sóller;Entire cottage;220;0;120;4,56
2604925;5558099;Anna&Marga;Calvià;Entire home;199;301;31;4,77
2613792;8130624;Catalina;Campos;Entire cottage;499;215;2;5
2616644;13400492;Paul;Sóller;Entire home;180;4;7;5
1351056;6007224;Miquel Àngel;Inca;Entire chalet;185;173;100;4,91
1358126;111141;Isabella;Felanitx;Entire townhouse;162;39;156;4,59
1358913;7275347;Dolors;Bunyola;Private room in townhouse;52;351;118;4,66
1362331;2823164;María Del C;Palma de Mallorca;Entire home;249;290;183;4,84
1373074;6755413;Miquela;Campos;Entire cottage;135;95;17;4,56
1375496;6007224;Miquel Àngel;Artà;Entire rental unit;80;130;26;4,5
1445654;7761060;Rosa;Pollença;Entire villa;380;150;44;4,77
1453569;7796972;Mirjam;Santa Margalida;Entire rental unit;78;295;114;4,93
1453802;6219005;Aina&Margarita;Binissalem;Entire home;123;250;184;4,9
1454640;7758542;Matthias;Sencelles;Entire rental unit;100;229;67;4,85
2328156;11892337;Joan J.;Santa Margalida;Entire home;99;20;106;4,95
2328467;5558099;Anna&Marga;Pollença;Entire home;340;363;3;4,33
2328750;5558099;Anna&Marga;Selva;Entire home;205;335;14;4,43
2330534;11902975;María Del Valle;Campos;Entire home;125;264;88;4,91
2633072;5858202;Silvia;Palma de Mallorca;Entire home;140;56;82;4,96
2633668;5558099;Anna&Marga;Santa Margalida;Entire home;186;217;8;4,25
2640979;13228701;María Beatriz;Felanitx;Entire home;150;90;43;4,84
2644237;12124644;María;Artà;Entire townhouse;175;221;52;4,79
2647678;13555685;Emilio;Son Servera;Entire home;150;100;131;4,88
2664659;13254874;Jaume;Inca;Entire cottage;295;316;26;4,54
2673995;13690780;Joan;Palma de Mallorca;Entire condo;93;275;10;4,9
2683335;13736206;Agnès;Consell;Entire villa;600;267;40;4,85
2689512;13534888;Jaime;Calvià;Entire chalet;84;329;66;4,56
1457807;7758542;Matthias;Sencelles;Entire rental unit;86;329;61;4,89
1466101;5558099;Anna&Marga;Costitx;Entire home;351;161;3;4,67
1467257;7798303;Valvanuz;Selva;Entire cottage;200;258;80;4,88
1470422;5558099;Anna&Marga;Alcúdia;Entire home;342;288;18;4,22
1470557;4091354;Noemi Y Pedro;Andratx;Entire rental unit;105;193;126;4,86
1474793;5558099;Anna&Marga;Selva;Entire home;225;208;1;5
1477089;5427067;Toni;Campos;Entire villa;141;265;9;4,78
1479154;7914922;Susi;Campos;Entire home;166;10;124;4,91
1491229;7973119;Jaime;Santanyí;Entire rental unit;217;241;28;4,79
2357988;4921139;Miquel Angel;Valldemossa;Entire home;410;98;50;4,9
2358901;5558099;Anna&Marga;Búger;Entire home;498;265;4;5
2363107;8384267;Maria;Felanitx;Entire home;241;159;40;4,98
2367110;8384267;Maria;Felanitx;Entire home;300;351;34;4,97
2698388;11810390;Villasmar;Alcúdia;Entire home;163;224;61;4,69
2732609;13984801;Anna Jutta;Felanitx;Entire condo;120;159;39;4,79
2742966;8360588;Vanessa;Palma de Mallorca;Entire townhouse;200;188;62;4,6
2744970;13536113;Joan;Banyalbufar;Entire home;153;165;107;4,78
2758801;14072159;Charo;Andratx;Entire rental unit;108;342;149;4,58
2774865;14191554;Celia;Porreres;Entire home;220;14;66;4,8
2776403;11208795;Rafael;Alcúdia;Entire rental unit;125;322;96;4,68
2783155;14233777;Leila;Llucmajor;Entire chalet;106;329;331;4,56
2789662;5614249;Elsa;Santanyí;Entire rental unit;180;357;120;4,78
